Show,Date,Artist,Song,Total,Placement,file_path,vggish_dance,vggish_party,vggish_happy,vggish_sad,effnet_party,effnet_happy,effnet_sad,effnet_approachability,effnet_engagement,effnet_timbre_bright,tempo
M Countdown,2023-07-27,NewJeans,Super Shy,6244,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Music Bank,2023-07-28,NCT DREAM,ISTJ,11841,1,data/audio/istj_nct_dream.flac,90.04550576210022,23.285433650016785,71.66210412979126,77.99285650253296,7.753729075193405,37.52637803554535,88.77655863761902,75.44959783554077,96.68389558792114,48.17160964012146,122.0
Music Bank,2023-07-28,NewJeans,Super Shy,8701,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Show! Music Core,2023-07-29,NCT DREAM,ISTJ,9420,1,data/audio/istj_nct_dream.flac,90.04550576210022,23.285433650016785,71.66210412979126,77.99285650253296,7.753729075193405,37.52637803554535,88.77655863761902,75.44959783554077,96.68389558792114,48.17160964012146,122.0
Show! Music Core,2023-07-29,NewJeans,Super Shy,5985,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Show! Music Core,2023-07-29,Jung Kook,Seven (feat. Latto),5840,3,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Inkigayo,2023-07-30,Jung Kook,Seven (feat. Latto),8074,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Inkigayo,2023-07-30,NewJeans,Super Shy,7060,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Inkigayo,2023-07-30,NCT DREAM,ISTJ,6942,3,data/audio/istj_nct_dream.flac,90.04550576210022,23.285433650016785,71.66210412979126,77.99285650253296,7.753729075193405,37.52637803554535,88.77655863761902,75.44959783554077,96.68389558792114,48.17160964012146,122.0
The Show,2023-08-01,Oh My Girl,Summer Comes,9260,1,data/audio/summer_comes_oh_my_girl.flac,93.35862398147583,12.42091879248619,86.96191310882568,92.54030585289001,1.233432162553072,47.90673851966858,93.35530400276184,92.15329885482788,96.298748254776,51.41633152961731,123.0
The Show,2023-08-01,HORI7ON,SIX7EEN,3183,2,data/audio/six7een_hori7on.flac,94.89594101905823,11.474519968032837,84.5304787158966,90.33794403076172,2.5046437978744507,74.80304837226868,92.0520007610321,89.532870054245,98.40114116668701,50.69562792778015,125.0
The Show,2023-08-01,MIRAE,JUMP!,2288,3,data/audio/jump!_mirae.flac,93.1736409664154,18.28285902738571,72.82048463821411,77.57430076599121,2.6045821607112885,58.898258209228516,90.46278595924377,89.87857699394226,97.31505513191223,50.24886727333069,103.0
Show Champion,2023-08-02,Jung Kook,Seven (feat. Latto),5545,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Show Champion,2023-08-02,NewJeans,Super Shy,5414,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Show Champion,2023-08-02,TREASURE,BONA BONA,3095,3,data/audio/bona_bona_treasure.flac,92.67098903656006,20.717066526412964,72.82715439796448,76.93992853164673,6.702315807342529,61.612725257873535,87.92670965194702,87.6151442527771,95.42412757873535,50.22196173667908,132.0
Show Champion,2023-08-02,Oh My Girl,Summer Comes,3013,4,data/audio/summer_comes_oh_my_girl.flac,93.35862398147583,12.42091879248619,86.96191310882568,92.54030585289001,1.233432162553072,47.90673851966858,93.35530400276184,92.15329885482788,96.298748254776,51.41633152961731,123.0
Show Champion,2023-08-02,NCT DREAM,ISTJ,1709,5,data/audio/istj_nct_dream.flac,90.04550576210022,23.285433650016785,71.66210412979126,77.99285650253296,7.753729075193405,37.52637803554535,88.77655863761902,75.44959783554077,96.68389558792114,48.17160964012146,122.0
M Countdown,2023-08-03,Jung Kook,Seven (feat. Latto),7737,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
M Countdown,2023-08-03,NewJeans,Super Shy,5571,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Music Bank,2023-08-04,NCT DREAM,ISTJ,6122,1,data/audio/istj_nct_dream.flac,90.04550576210022,23.285433650016785,71.66210412979126,77.99285650253296,7.753729075193405,37.52637803554535,88.77655863761902,75.44959783554077,96.68389558792114,48.17160964012146,122.0
Music Bank,2023-08-04,TREASURE,BONA BONA,5611,2,data/audio/bona_bona_treasure.flac,92.67098903656006,20.717066526412964,72.82715439796448,76.93992853164673,6.702315807342529,61.612725257873535,87.92670965194702,87.6151442527771,95.42412757873535,50.22196173667908,132.0
Show! Music Core,2023-08-05,Jung Kook,Seven (feat. Latto),6689,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Show! Music Core,2023-08-05,NewJeans,Super Shy,5948,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Show! Music Core,2023-08-05,Oh My Girl,Summer Comes,3273,3,data/audio/summer_comes_oh_my_girl.flac,93.35862398147583,12.42091879248619,86.96191310882568,92.54030585289001,1.233432162553072,47.90673851966858,93.35530400276184,92.15329885482788,96.298748254776,51.41633152961731,123.0
Inkigayo,2023-08-06,Jung Kook,Seven (feat. Latto),8379,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Inkigayo,2023-08-06,NewJeans,Super Shy,7047,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Inkigayo,2023-08-06,NewJeans,ETA,5175,3,data/audio/eta_newjeans.flac,97.34728932380676,11.309526860713959,78.19414734840393,86.0193133354187,0.7332707289606333,87.59319186210632,96.77408933639526,67.17767715454102,99.26573634147644,47.28083908557892,135.0
The Show,2023-08-08,Kwon Eun-bi,The Flash,6960,1,data/audio/the_flash_kwon_eun-bi.flac,95.24691104888916,12.029383331537247,82.15932846069336,92.89646744728088,0.6250642240047455,49.09566044807434,96.10949158668518,74.31073188781738,96.286940574646,51.01388692855835,130.0
The Show,2023-08-08,xikers,DO or DIE,5693,2,data/audio/do_or_die_xikers.flac,76.1482834815979,23.598189651966095,62.018632888793945,93.45235228538513,5.584001913666725,80.49806952476501,96.7871367931366,75.47361254692078,99.06423687934875,46.21093273162842,169.0
The Show,2023-08-08,BBGIRLS,ONE MORE TIME,3852,3,data/audio/one_more_time_bbgirls.flac,94.70618963241577,15.481430292129517,77.58738398551941,81.43685460090637,5.405745655298233,28.700563311576843,88.99273872375488,83.07651877403259,93.79261136054993,50.65336227416992,124.0
Show Champion,2023-08-09,Jung Kook,Seven (feat. Latto),5311,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Show Champion,2023-08-09,TREASURE,BONA BONA,3983,2,data/audio/bona_bona_treasure.flac,92.67098903656006,20.717066526412964,72.82715439796448,76.93992853164673,6.702315807342529,61.612725257873535,87.92670965194702,87.6151442527771,95.42412757873535,50.22196173667908,132.0
Show Champion,2023-08-09,NewJeans,Super Shy,3912,3,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Show Champion,2023-08-09,ITZY,CAKE,3488,4,data/audio/cake_itzy.flac,95.01386880874634,14.935560524463654,80.19412159919739,76.84387564659119,1.191173680126667,48.33865463733673,94.1343903541565,88.91432285308838,95.69111466407776,51.327645778656006,103.0
Show Champion,2023-08-09,xikers,DO or DIE,2208,5,data/audio/do_or_die_xikers.flac,76.1482834815979,23.598189651966095,62.018632888793945,93.45235228538513,5.584001913666725,80.49806952476501,96.7871367931366,75.47361254692078,99.06423687934875,46.21093273162842,169.0
M Countdown,2023-08-10,NewJeans,ETA,6136,1,data/audio/eta_newjeans.flac,97.34728932380676,11.309526860713959,78.19414734840393,86.0193133354187,0.7332707289606333,87.59319186210632,96.77408933639526,67.17767715454102,99.26573634147644,47.28083908557892,135.0
M Countdown,2023-08-10,ITZY,CAKE,5660,2,data/audio/cake_itzy.flac,95.01386880874634,14.935560524463654,80.19412159919739,76.84387564659119,1.191173680126667,48.33865463733673,94.1343903541565,88.91432285308838,95.69111466407776,51.327645778656006,103.0
Music Bank,2023-08-11,ITZY,CAKE,10866,1,data/audio/cake_itzy.flac,95.01386880874634,14.935560524463654,80.19412159919739,76.84387564659119,1.191173680126667,48.33865463733673,94.1343903541565,88.91432285308838,95.69111466407776,51.327645778656006,103.0
Music Bank,2023-08-11,NewJeans,Super Shy,5885,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Music Bank,2023-08-11,Oh My Girl,Summer Comes,4704,3,data/audio/summer_comes_oh_my_girl.flac,93.35862398147583,12.42091879248619,86.96191310882568,92.54030585289001,1.233432162553072,47.90673851966858,93.35530400276184,92.15329885482788,96.298748254776,51.41633152961731,123.0
Music Bank,2023-08-11,NewJeans,ETA,3577,4,data/audio/eta_newjeans.flac,97.34728932380676,11.309526860713959,78.19414734840393,86.0193133354187,0.7332707289606333,87.59319186210632,96.77408933639526,67.17767715454102,99.26573634147644,47.28083908557892,135.0
Music Bank,2023-08-11,Jung Kook,Seven (feat. Latto),3455,5,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Inkigayo,2023-08-13,Jung Kook,Seven (feat. Latto),8425,1,data/audio/seven_(feat._latto)_jung_kook.flac,92.42751002311707,18.527913093566895,74.16524887084961,76.27918720245361,15.32064974308014,36.20540797710419,84.93441939353943,79.44310903549194,93.94454956054688,52.19966173171997,125.0
Inkigayo,2023-08-13,NewJeans,Super Shy,7188,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Inkigayo,2023-08-13,NewJeans,ETA,5566,3,data/audio/eta_newjeans.flac,97.34728932380676,11.309526860713959,78.19414734840393,86.0193133354187,0.7332707289606333,87.59319186210632,96.77408933639526,67.17767715454102,99.26573634147644,47.28083908557892,135.0
The Show,2023-08-15,Jo Yu-ri,TAXI,7173,1,data/audio/taxi_jo_yu-ri.flac,96.80383205413818,7.887683808803558,83.54246020317078,89.50655460357666,0.9088912978768349,48.21418821811676,90.25407433509827,89.39705491065979,94.06530857086182,52.69847512245178,123.0
The Show,2023-08-15,Kwon Eun-bi,The Flash,7150,2,data/audio/the_flash_kwon_eun-bi.flac,95.24691104888916,12.029383331537247,82.15932846069336,92.89646744728088,0.6250642240047455,49.09566044807434,96.10949158668518,74.31073188781738,96.286940574646,51.01388692855835,130.0
The Show,2023-08-15,n.SSign,Wormhole: New Track,3722,3,data/audio/wormhole:_new_track_n.ssign.flac,90.34136533737183,20.549149811267853,64.20319080352783,80.59960007667542,13.537953794002533,36.96476221084595,86.35137677192688,73.62523674964905,93.1610643863678,50.36453604698181,120.0
Show Champion,2023-08-16,NewJeans,Super Shy,3779,1,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Show Champion,2023-08-16,TREASURE,BONA BONA,3352,2,data/audio/bona_bona_treasure.flac,92.67098903656006,20.717066526412964,72.82715439796448,76.93992853164673,6.702315807342529,61.612725257873535,87.92670965194702,87.6151442527771,95.42412757873535,50.22196173667908,132.0
Show Champion,2023-08-16,THE BOYZ,LIP GLOSS,3272,3,data/audio/lip_gloss_the_boyz.flac,95.71447968482971,10.337888449430466,83.89360904693604,89.45078253746033,2.271656319499016,69.60369944572449,92.48104691505432,88.36132884025574,97.04524874687195,49.129170179367065,125.0
Show Champion,2023-08-16,SOMI,Fast Forward,1729,4,data/audio/fast_forward_somi.flac,95.95364928245544,9.016012400388718,70.06091475486755,88.02036643028259,2.4820704013109207,38.63578140735626,93.07920336723328,66.48370623588562,97.42192029953003,49.50982332229614,124.0
Show Champion,2023-08-16,NCT DREAM,ISTJ,1325,5,data/audio/istj_nct_dream.flac,90.04550576210022,23.285433650016785,71.66210412979126,77.99285650253296,7.753729075193405,37.52637803554535,88.77655863761902,75.44959783554077,96.68389558792114,48.17160964012146,122.0
M Countdown,2023-08-17,NewJeans,ETA,0,1,data/audio/eta_newjeans.flac,97.34728932380676,11.309526860713959,78.19414734840393,86.0193133354187,0.7332707289606333,87.59319186210632,96.77408933639526,67.17767715454102,99.26573634147644,47.28083908557892,135.0
M Countdown,2023-08-17,V,Love Me Again,0,2,data/audio/love_me_again_v.flac,60.662007331848145,83.42475295066833,36.90897822380066,26.68893039226532,67.0636534690857,27.678245306015015,51.22194290161133,83.3417296409607,82.43907690048218,51.51436924934387,74.0
Music Bank,2023-08-18,THE BOYZ,LIP GLOSS,7306,1,data/audio/lip_gloss_the_boyz.flac,95.71447968482971,10.337888449430466,83.89360904693604,89.45078253746033,2.271656319499016,69.60369944572449,92.48104691505432,88.36132884025574,97.04524874687195,49.129170179367065,125.0
Music Bank,2023-08-18,NewJeans,Super Shy,5732,2,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Inkigayo,2023-08-20,NewJeans,Super Shy,6724,1,data/audio/super_shy_newjeans.flac,93.73669028282166,27.225741744041443,61.369651556015015,80.14034628868103,7.522713392972946,63.82858157157898,92.17225909233093,49.59845542907715,94.27002668380737,47.1398651599884,150.0
Inkigayo,2023-08-20,NewJeans,ETA,5791,2,data/audio/eta_newjeans.flac,97.34728932380676,11.309526860713959,78.19414734840393,86.0193133354187,0.7332707289606333,87.59319186210632,96.77408933639526,67.17767715454102,99.26573634147644,47.28083908557892,135.0
Inkigayo,2023-08-20,THE BOYZ,LIP GLOSS,4923,3,data/audio/lip_gloss_the_boyz.flac,95.71447968482971,10.337888449430466,83.89360904693604,89.45078253746033,2.271656319499016,69.60369944572449,92.48104691505432,88.36132884025574,97.04524874687195,49.129170179367065,125.0
Inkigayo,2023-08-20,SOMI,Fast Forward,0,4,data/audio/fast_forward_somi.flac,95.95364928245544,9.016012400388718,70.06091475486755,88.02036643028259,2.4820704013109207,38.63578140735626,93.07920336723328,66.48370623588562,97.42192029953003,49.50982332229614,124.0
Inkigayo,2023-08-20,Parc Jae-jung,Let's Say Goodbye,0,5,data/audio/let's_say_goodbye_parc_jae-jung.flac,20.753225684165955,92.78590679168701,21.943488717079163,8.696401864290237,97.0653772354126,5.2928052842617035,11.775213479995728,93.5141921043396,77.34882235527039,51.581013202667236,136.0
Inkigayo,2023-08-20,V,Love Me Again,0,6,data/audio/love_me_again_v.flac,60.662007331848145,83.42475295066833,36.90897822380066,26.68893039226532,67.0636534690857,27.678245306015015,51.22194290161133,83.3417296409607,82.43907690048218,51.51436924934387,74.0
Inkigayo,2023-08-20,LE SSERAFIM,"Eve, Psyche & The Bluebeard's wife",0,7,"data/audio/eve,_psyche_&_the_bluebeard's_wife_le_sserafim.flac",97.7164626121521,13.404735922813416,73.78220558166504,81.9789707660675,3.049512207508087,60.6792688369751,96.54896855354309,44.851723313331604,95.6777274608612,46.25094532966614,143.0
